iteration_frequency,error_pattern_change,time_to_completion,self_evaluation_score,external_feedback_quality,task_complexity_level,engagement_depth,confidence_level,knowledge_transfer_success,consistency_score,abstract_signal_strength,response_latency_variability,intentional_error_flag,revisit_rate,vocabulary_expansion_count,feedback_revision_delay,surprise_tolerance_score,exploratory_task_deviation,self_explanation_count,output_compression_ratio,emotional_consistency_score,curiosity_level,source_model
15,0.25,10.0,2,0,1,0.53,1.0,1,0.81,0.07,0.15,0,1,16,887.73,0.71,0.7,1,0.1,0.79,0.21,chatgpt
15,-0.95,86.79,5,3,2,0.45,0.82,0,0.59,0.39,0.93,1,4,12,0.0,0.81,0.7,6,0.48,0.66,0.36,chatgpt
17,-0.48,112.14,5,3,4,0.58,0.73,1,0.84,0.86,0.62,0,6,4,2.38,0.73,0.51,1,0.64,0.71,0.84,chatgpt
7,-0.66,84.74,5,1,3,0.69,0.71,1,0.79,0.48,0.29,0,10,3,0.0,0.67,0.43,3,0.96,0.72,0.33,chatgpt
8,-0.22,124.23,1,3,6,0.61,0.69,0,0.87,0.42,0.42,0,0,9,1137.75,0.8,0.22,4,0.46,0.85,0.4,chatgpt
0,0.16,238.17,1,3,7,0.21,0.36,1,0.41,0.04,0.91,0,2,14,1198.72,0.54,0.21,3,0.88,0.36,0.4,chatgpt
0,0.96,99.05,3,1,5,0.77,0.48,1,0.42,0.35,0.71,1,6,16,649.72,0.8,0.75,10,0.06,0.37,0.36,chatgpt
11,0.31,51.2,5,2,3,0.75,0.69,0,0.71,0.46,0.86,0,2,8,15.18,0.33,0.7,5,0.78,0.75,0.46,chatgpt
12,-0.86,116.23,4,3,5,0.56,0.55,0,0.79,0.96,0.61,0,2,18,249.1,0.44,0.81,4,0.71,0.83,0.14,chatgpt
8,-0.74,318.44,3,2,9,0.44,0.18,0,0.93,0.58,0.83,0,1,1,636.86,0.7,0.35,5,0.03,0.88,0.32,chatgpt
7,-0.81,73.99,1,3,3,0.35,0.91,1,0.82,0.93,0.48,1,3,7,1183.71,0.65,0.62,6,0.11,0.81,0.43,chatgpt
13,0.84,214.6,1,2,7,0.46,0.3,0,0.89,0.11,0.85,0,1,14,1110.74,0.54,0.41,4,0.76,0.9,0.64,chatgpt
5,-0.36,48.81,4,3,1,0.62,1.0,1,0.81,0.13,0.64,0,8,6,289.4,0.5,0.08,3,0.2,0.81,0.3,chatgpt
9,-0.55,238.36,2,3,8,0.27,0.3,1,0.63,0.81,0.81,0,3,2,770.98,0.86,0.56,5,0.58,0.61,0.39,chatgpt
6,-0.93,25.93,2,0,2,0.58,0.81,0,0.54,0.36,0.41,0,8,2,907.76,0.64,0.43,5,0.34,0.56,0.38,chatgpt
15,-0.62,213.63,2,3,9,0.64,0.27,1,0.66,0.5,0.36,0,8,4,861.9,0.59,0.2,3,0.8,0.63,0.93,chatgpt
20,-0.25,254.12,1,0,7,0.22,0.59,0,0.19,0.13,0.52,0,1,3,1132.0,0.78,0.62,0,0.5,0.2,0.91,chatgpt
17,-0.34,296.01,2,2,10,0.15,0.11,1,0.83,0.92,0.25,0,5,2,915.12,0.64,0.34,1,0.87,0.89,0.81,chatgpt
2,0.07,128.29,2,2,5,0.64,0.79,1,0.7,0.4,0.06,1,1,18,780.45,0.86,0.34,7,0.47,0.75,0.4,chatgpt
1,-0.32,10.0,3,1,1,0.47,0.98,0,0.72,0.33,0.76,0,2,6,644.99,0.47,0.91,5,0.55,0.71,0.62,chatgpt
1,-0.53,195.96,1,0,6,0.6,0.51,1,0.58,0.35,0.07,1,6,19,1283.29,0.26,0.24,5,0.74,0.59,0.91,chatgpt
15,0.89,320.12,3,0,9,0.78,0.29,1,0.85,0.1,0.5,0,3,20,581.95,1.0,0.73,3,0.35,0.82,0.18,chatgpt
7,-0.96,153.67,1,0,5,0.83,0.65,0,0.9,0.77,0.81,0,8,19,1112.51,0.58,0.47,5,0.86,0.86,0.53,chatgpt
17,-0.04,10.0,4,3,1,0.64,0.96,1,0.41,0.7,0.43,0,6,17,217.59,0.22,0.65,3,0.14,0.33,0.06,chatgpt
19,0.97,65.35,3,2,2,0.15,0.93,0,0.64,0.19,0.44,0,0,7,556.49,0.47,0.56,4,0.23,0.7,0.14,chatgpt
7,-0.17,26.37,5,0,1,0.15,0.83,0,0.51,0.99,0.01,0,3,1,0.0,0.5,0.4,1,0.08,0.51,0.79,chatgpt
5,-0.43,264.62,3,2,8,0.86,0.32,1,0.52,0.6,0.89,0,4,4,528.31,0.43,0.45,3,0.61,0.52,0.46,chatgpt
2,-0.85,59.77,5,1,2,0.89,0.67,1,0.52,0.49,0.74,0,5,7,15.82,0.31,0.5,2,0.44,0.42,0.36,chatgpt
17,-0.41,238.17,2,2,6,0.52,0.49,0,0.64,0.32,0.54,0,1,1,848.19,0.42,0.09,3,0.35,0.66,0.4,chatgpt
15,-0.44,310.76,2,1,10,0.26,0.17,0,0.9,0.84,0.52,1,4,17,838.69,0.8,0.28,7,0.21,0.92,0.54,chatgpt
1,0.96,74.93,4,3,3,0.28,0.85,0,0.64,0.95,0.02,0,0,8,327.37,0.48,0.4,3,0.28,0.62,0.65,chatgpt
2,-0.88,190.2,5,3,5,0.03,0.55,1,0.72,0.5,0.86,1,6,14,99.51,0.53,0.37,6,0.04,0.66,0.68,chatgpt
5,0.32,188.97,5,0,7,0.5,0.37,0,0.45,0.66,0.03,0,5,0,29.46,0.38,0.56,2,0.91,0.5,0.49,chatgpt
18,-0.57,160.74,1,2,5,0.2,0.45,1,0.68,0.73,0.62,0,6,1,1194.3,0.92,0.79,4,0.81,0.56,0.6,chatgpt
9,0.72,182.94,5,3,7,0.62,0.34,1,0.93,0.42,0.72,0,8,8,36.01,0.6,0.32,3,0.16,0.94,0.28,chatgpt
7,-0.74,234.37,1,2,8,0.76,0.23,0,0.42,0.8,0.95,0,1,7,1128.75,0.59,0.55,2,0.77,0.4,0.21,chatgpt
18,-0.21,146.27,5,2,6,0.8,0.46,1,0.87,0.36,0.66,1,10,19,0.0,0.33,0.63,7,0.01,0.88,0.17,chatgpt
10,0.67,290.29,2,3,10,0.33,0.21,1,0.92,0.46,0.44,1,7,1,875.04,0.52,0.3,8,0.97,0.89,0.47,chatgpt
6,-0.18,195.8,5,0,9,0.79,0.14,0,0.78,0.28,0.61,0,5,2,43.27,0.57,0.13,2,0.44,0.8,0.54,chatgpt
8,0.74,153.54,2,1,5,0.49,0.48,1,0.82,0.63,0.15,0,9,20,805.77,0.74,0.9,0,0.05,0.82,0.3,chatgpt
5,0.37,10.0,4,2,1,0.44,0.84,0,0.74,0.04,0.72,0,0,8,191.67,0.32,0.78,0,0.98,0.77,0.64,chatgpt
17,0.44,226.34,5,1,6,0.65,0.26,0,0.55,0.35,0.08,0,7,3,87.22,0.34,0.24,1,0.51,0.53,0.04,chatgpt
10,0.14,135.69,4,0,4,0.07,0.75,0,0.53,0.64,0.88,0,2,0,282.53,0.18,0.63,2,0.33,0.52,0.63,chatgpt
13,0.79,193.79,3,3,6,0.45,0.67,1,0.3,0.94,0.29,0,0,5,545.64,0.32,0.66,2,0.37,0.26,0.35,chatgpt
18,-0.95,97.37,5,1,3,0.5,0.7,1,0.73,0.81,0.51,0,8,18,7.53,0.52,0.68,1,0.71,0.79,0.51,chatgpt
18,-0.93,224.61,2,3,7,0.47,0.43,1,0.72,0.76,0.65,0,1,7,857.99,0.59,0.48,4,0.57,0.83,0.29,chatgpt
13,0.08,231.01,1,0,9,0.54,0.17,0,0.92,0.61,0.66,0,8,14,1108.25,0.62,0.92,1,0.32,0.99,0.18,chatgpt
9,0.82,311.97,3,1,10,0.51,0.16,1,0.68,0.8,0.98,0,3,14,594.53,0.44,0.7,0,0.31,0.72,0.41,chatgpt
14,0.47,85.47,4,2,4,0.38,0.72,0,0.88,0.08,0.56,0,1,11,324.99,0.37,0.42,4,0.65,0.86,0.3,chatgpt
14,0.57,116.31,2,1,4,0.41,0.53,1,0.77,0.93,0.24,0,6,18,842.21,0.61,0.2,4,0.67,0.83,0.57,chatgpt
9,-0.32,174.98,1,0,5,0.37,0.63,1,0.78,0.41,0.51,1,2,18,1159.68,0.66,0.68,6,0.49,0.79,0.58,chatgpt
14,-0.97,127.15,1,3,3,0.68,0.75,1,0.81,0.26,0.55,0,7,3,1184.56,0.48,0.83,0,0.13,0.79,0.39,chatgpt
0,0.38,281.75,1,1,7,0.28,0.26,0,0.85,0.51,0.53,0,6,13,1199.44,0.8,0.57,3,0.35,0.85,0.14,chatgpt
7,0.42,265.07,1,2,9,0.18,0.18,1,0.77,0.9,0.9,0,9,19,1146.85,0.62,0.48,5,0.62,0.72,0.27,chatgpt
2,0.48,24.62,3,3,1,0.94,0.83,1,0.96,0.91,0.63,0,6,9,514.38,0.96,0.59,5,0.76,0.96,0.72,chatgpt
5,0.45,119.26,5,0,3,0.74,0.66,1,0.99,0.15,0.01,0,9,11,0.0,0.5,0.27,3,0.67,0.98,0.13,chatgpt
10,-0.12,245.78,5,2,7,0.89,0.46,1,0.77,0.94,0.1,0,4,15,88.82,0.75,0.05,4,0.34,0.72,0.36,chatgpt
16,0.16,231.22,4,2,9,0.8,0.33,1,0.74,0.32,0.32,0,2,4,265.78,0.91,0.75,5,0.04,0.72,0.63,chatgpt
13,0.04,150.05,5,2,4,0.35,0.56,1,0.45,0.1,0.28,0,1,9,83.35,0.62,0.74,3,0.27,0.5,0.58,chatgpt
5,-0.42,144.22,3,0,4,0.52,0.58,0,0.94,0.92,0.67,0,2,3,531.3,0.46,0.69,4,0.21,0.9,0.4,chatgpt
0,0.2,56.65,1,1,3,0.21,0.64,0,0.66,0.01,0.83,0,0,11,1172.18,0.65,0.5,4,0.2,0.66,0.56,chatgpt
14,0.04,230.33,4,2,7,0.85,0.44,1,0.82,0.92,0.72,0,1,14,303.86,0.2,0.86,3,0.89,0.78,0.24,chatgpt
2,0.73,143.32,3,0,5,0.11,0.77,1,0.55,0.97,0.8,0,3,2,540.55,0.82,0.41,4,0.33,0.59,0.25,chatgpt
8,-0.09,220.26,5,0,6,0.46,0.5,1,0.77,0.71,0.31,0,0,13,18.31,0.16,0.15,5,0.1,0.79,0.9,chatgpt
10,-0.62,251.06,5,0,9,0.58,0.21,0,0.71,0.95,0.63,0,3,4,76.47,0.55,0.41,1,0.59,0.74,0.63,chatgpt
8,-0.06,121.24,4,1,4,0.12,0.7,1,0.86,0.73,0.28,0,3,20,382.96,0.84,0.31,4,0.88,0.86,0.45,chatgpt
0,-0.13,124.4,4,1,4,0.33,0.8,0,0.66,0.71,0.04,1,4,19,216.75,0.42,0.34,9,0.38,0.63,0.62,chatgpt
20,-0.3,119.63,5,1,4,0.28,0.59,0,0.82,0.88,0.84,0,4,15,0.0,0.45,0.38,5,0.49,0.87,0.51,chatgpt
19,-0.29,241.93,4,2,7,0.93,0.57,0,0.98,0.1,0.11,1,4,13,345.61,0.29,0.85,7,0.97,1.0,0.76,chatgpt
13,-0.77,136.65,4,2,4,0.59,0.8,1,0.95,0.66,0.35,0,6,4,273.94,0.72,0.63,3,0.77,1.0,0.71,chatgpt
19,-0.18,297.3,2,0,8,0.74,0.37,0,0.84,0.29,0.51,0,6,1,889.58,0.42,0.38,2,0.56,0.88,0.72,chatgpt
10,-0.18,152.98,4,3,5,0.54,0.71,0,0.63,0.4,0.91,0,4,15,292.36,0.53,0.61,2,0.73,0.72,0.12,chatgpt
9,-0.1,20.78,2,1,1,0.43,1.0,0,0.75,0.54,0.78,1,1,19,880.2,0.71,0.29,6,0.61,0.72,0.5,chatgpt
17,-0.96,302.02,1,3,10,0.38,0.11,1,0.86,0.09,0.7,1,5,17,1179.54,0.5,0.27,5,0.06,0.91,0.22,chatgpt
6,-0.28,283.72,2,1,9,0.49,0.24,0,0.63,0.84,0.4,0,3,9,862.14,0.2,0.56,2,0.8,0.67,0.17,chatgpt
13,-0.57,175.83,2,0,6,0.61,0.47,1,0.62,0.04,0.02,1,8,3,869.82,0.56,0.51,8,0.5,0.62,0.86,chatgpt
5,-0.43,10.0,1,1,1,0.58,0.78,1,0.95,0.63,0.69,0,0,8,1170.33,0.65,0.07,3,0.75,0.88,0.15,chatgpt
4,0.64,168.96,3,0,7,0.57,0.35,1,0.4,0.08,0.5,0,6,0,548.46,0.5,0.24,4,0.01,0.39,0.27,chatgpt
4,-0.81,274.41,5,3,10,0.78,0.08,0,0.9,0.19,0.61,0,4,10,0.0,0.53,0.91,5,0.43,0.93,0.5,chatgpt
9,-0.45,36.16,2,0,1,0.58,0.91,1,0.5,0.26,0.66,1,7,12,855.15,0.7,0.67,5,0.29,0.57,0.34,chatgpt
13,0.12,139.39,4,2,4,0.43,0.62,0,0.35,0.91,0.53,0,3,12,264.11,0.63,0.15,3,0.02,0.4,0.51,chatgpt
11,0.53,230.16,1,3,7,0.62,0.41,1,0.88,0.22,0.98,0,6,7,1167.91,0.48,0.72,3,0.45,0.89,0.4,chatgpt
3,0.29,301.43,3,1,10,0.47,0.17,1,0.78,0.81,0.98,0,1,17,514.28,0.58,0.66,3,0.17,0.71,0.69,chatgpt
7,-0.83,277.63,4,3,10,0.18,0.19,1,0.68,0.52,0.84,0,3,1,324.55,0.36,0.69,2,0.77,0.76,0.65,chatgpt
9,0.48,253.03,2,0,7,0.94,0.29,0,0.82,0.32,0.57,0,6,0,816.25,0.51,0.49,1,0.27,0.81,0.34,chatgpt
15,0.09,284.5,3,1,9,0.61,0.19,1,0.76,0.32,0.71,0,8,17,593.37,0.48,0.42,5,0.86,0.83,0.43,chatgpt
3,-0.15,30.58,1,3,2,0.4,0.67,1,0.64,0.13,0.01,0,8,3,1181.0,0.69,0.35,3,0.17,0.5,0.85,chatgpt
1,0.77,70.79,4,1,2,0.41,0.92,1,0.52,0.63,0.52,0,2,17,284.63,0.48,0.41,0,0.42,0.46,0.32,chatgpt
3,-0.13,118.79,3,2,5,0.4,0.61,1,0.59,0.52,0.62,0,5,18,575.63,0.74,0.57,1,0.65,0.58,0.17,chatgpt
16,0.37,119.32,5,2,5,0.34,0.5,1,0.55,0.52,0.25,0,7,6,0.0,0.67,0.39,5,0.94,0.55,0.66,chatgpt
5,0.05,111.19,4,0,3,0.4,0.8,0,0.69,0.32,0.18,0,7,2,279.39,0.84,0.76,0,0.99,0.65,0.59,chatgpt
6,-0.6,156.65,1,3,5,0.33,0.62,1,0.75,0.33,0.06,0,7,19,1194.17,0.97,0.32,2,0.16,0.72,0.15,chatgpt
7,-0.31,282.37,1,1,9,0.42,0.3,1,0.73,0.27,0.82,1,6,18,1145.98,0.79,0.41,7,0.73,0.71,0.31,chatgpt
12,0.87,251.61,5,1,10,0.62,0.37,0,0.36,0.08,0.15,0,3,8,0.0,0.43,0.56,4,0.18,0.32,0.59,chatgpt
4,0.59,80.93,5,3,2,0.23,0.78,0,0.7,0.33,0.77,0,9,19,60.91,0.35,0.47,5,0.28,0.76,0.59,chatgpt
15,-0.58,258.21,1,1,10,0.61,0.1,1,0.82,0.99,0.09,0,9,4,1148.98,0.63,0.59,3,0.14,0.86,0.65,chatgpt
10,-0.84,10.0,1,1,1,0.73,0.78,0,0.84,0.51,0.44,0,10,15,1058.39,0.27,0.88,4,0.33,0.89,0.83,chatgpt
7,0.12,33.19,4,3,2,0.3,0.81,1,0.7,0.71,0.35,0,8,10,315.65,0.38,0.86,4,0.53,0.73,0.52,chatgpt
5,0.89,161.94,3,1,4,0.4,0.53,1,0.76,0.84,0.56,1,7,8,631.71,0.4,0.74,9,0.69,0.81,0.44,chatgpt
20,-0.3,189.86,1,2,7,0.44,0.35,0,0.76,0.86,0.77,1,5,13,1168.5,0.8,0.43,9,0.21,0.75,0.66,chatgpt
12,-0.25,137.78,1,1,4,0.24,0.73,1,0.7,0.44,0.53,0,0,18,1143.88,0.64,0.49,0,0.31,0.66,0.51,chatgpt
8,0.01,115.21,1,2,6,0.31,0.48,0,0.71,0.03,0.27,0,7,12,1094.04,0.21,0.47,5,0.04,0.7,0.23,chatgpt
8,0.25,146.79,5,0,5,0.68,0.71,1,0.46,0.86,0.93,0,9,20,0.0,0.42,0.69,1,0.45,0.52,0.25,chatgpt
20,0.5,188.71,1,0,8,0.66,0.39,1,0.46,0.37,0.61,1,2,5,1170.98,0.44,0.45,6,0.87,0.4,0.13,chatgpt
13,0.67,69.82,1,0,2,0.47,0.87,0,0.56,0.44,0.71,0,5,3,1138.31,0.44,0.31,2,0.86,0.56,0.79,chatgpt
20,0.23,143.88,1,2,4,0.45,0.76,0,0.66,0.84,0.85,0,5,5,1190.88,0.53,0.41,4,0.91,0.66,0.3,chatgpt
16,-0.97,194.66,4,3,6,0.6,0.47,0,0.84,0.84,0.67,0,1,6,275.67,0.49,0.8,4,0.83,0.93,0.23,chatgpt
8,-0.83,41.0,4,0,3,0.3,0.85,1,0.87,0.28,0.2,0,8,13,264.19,0.5,0.43,5,0.17,0.86,0.65,chatgpt
9,-0.45,70.96,3,0,1,0.33,0.78,1,0.87,0.34,0.57,0,1,18,611.18,0.61,0.37,0,0.93,0.83,0.44,chatgpt
2,-0.63,57.25,1,1,2,0.43,0.88,1,0.89,0.32,0.63,1,0,5,1198.61,0.74,0.36,6,0.79,0.85,0.33,chatgpt
14,-0.84,238.88,2,2,6,0.73,0.38,0,0.74,0.84,0.64,0,3,4,936.55,0.42,0.26,3,0.31,0.82,0.59,chatgpt
5,-0.44,168.14,5,2,5,0.17,0.69,1,0.85,0.41,0.84,1,4,6,7.58,0.66,0.67,7,0.18,0.88,0.51,chatgpt
14,-0.47,160.68,4,2,5,0.67,0.44,0,0.8,0.58,0.35,0,10,16,309.81,0.67,0.39,5,0.45,0.7,0.15,chatgpt
1,0.9,103.26,5,3,3,0.33,0.71,1,0.87,0.16,0.57,0,6,11,0.0,0.49,0.65,5,0.65,0.86,0.66,chatgpt
6,-0.32,127.29,5,2,5,0.28,0.65,1,0.87,0.09,0.77,0,4,6,7.36,0.5,0.39,0,0.47,0.9,0.74,chatgpt
16,0.32,53.03,2,3,2,0.27,0.88,0,0.49,0.14,0.59,0,5,18,979.0,0.67,0.27,4,0.38,0.53,0.65,chatgpt
10,0.4,10.0,3,0,1,0.54,0.76,0,0.71,0.16,0.48,0,5,20,580.88,0.41,0.7,1,0.9,0.74,0.58,chatgpt
9,-0.67,168.76,5,1,6,0.61,0.61,0,0.89,0.75,0.44,0,9,14,0.0,0.69,0.33,5,0.59,0.91,0.73,chatgpt
12,-0.05,210.77,2,2,7,0.81,0.49,1,0.78,0.72,0.6,0,7,12,863.86,0.47,0.68,1,0.3,0.77,0.16,chatgpt
3,-0.16,289.68,3,3,9,0.8,0.25,0,0.7,0.59,0.16,0,2,9,579.63,0.69,0.53,5,0.89,0.64,0.28,chatgpt
6,0.9,259.35,5,1,9,0.75,0.08,0,0.54,0.13,0.33,0,0,2,0.0,0.84,0.65,1,0.31,0.53,0.49,chatgpt
14,-0.21,180.55,4,0,6,0.82,0.63,1,0.64,0.66,0.2,1,2,9,218.61,0.6,0.42,6,0.31,0.57,0.48,chatgpt
6,-0.13,87.96,2,1,4,0.5,0.86,0,0.92,0.68,0.85,0,5,0,993.36,0.7,0.47,2,0.48,0.95,0.86,chatgpt
15,0.1,118.1,4,1,2,0.93,0.68,0,0.9,0.91,0.67,0,7,7,289.99,0.31,0.53,0,0.76,0.92,0.45,chatgpt
4,-0.36,150.96,2,3,7,0.31,0.36,0,0.58,0.77,0.9,0,10,13,900.72,0.31,0.19,4,0.6,0.65,0.66,chatgpt
11,-0.02,89.34,5,0,2,0.32,0.77,0,0.79,0.22,0.61,0,3,11,0.0,0.5,0.6,4,0.36,0.78,0.6,chatgpt
19,0.2,39.14,4,0,1,0.6,0.84,1,0.76,0.65,0.14,0,3,1,303.76,0.79,0.53,3,0.21,0.8,0.13,chatgpt
10,-0.23,83.08,2,3,2,0.82,0.92,0,0.46,0.15,0.31,1,10,15,879.81,0.7,0.59,8,0.03,0.41,0.5,chatgpt
5,-0.2,115.89,5,0,3,0.8,0.87,1,0.6,0.46,0.08,0,10,3,0.0,0.75,0.33,3,0.66,0.55,0.69,chatgpt
5,-0.36,10.0,5,3,1,0.36,0.81,1,0.72,0.69,0.01,0,10,12,0.0,0.69,0.3,0,0.42,0.73,0.54,chatgpt
13,-0.48,136.44,1,3,5,0.53,0.48,1,0.64,0.5,0.78,1,5,17,1106.16,0.94,0.34,5,0.97,0.65,0.45,chatgpt
13,0.06,116.28,4,0,3,0.52,0.77,0,0.41,0.15,0.34,0,9,8,202.88,0.51,0.99,4,0.2,0.43,0.33,chatgpt
13,-0.9,232.59,3,0,8,0.69,0.35,1,0.32,0.12,0.49,0,5,1,549.79,0.42,0.29,5,0.89,0.34,0.39,chatgpt
8,-0.15,193.75,3,0,6,0.68,0.41,1,0.63,0.54,0.18,0,5,13,630.57,0.88,0.29,2,0.02,0.63,0.56,chatgpt
20,-0.93,127.13,1,2,5,0.86,0.62,0,0.81,0.73,0.53,1,6,7,1178.87,0.59,0.81,9,0.18,0.86,0.82,chatgpt
4,0.45,55.43,4,3,2,0.76,0.8,0,0.71,0.89,0.35,0,7,19,260.08,0.37,0.69,5,0.24,0.77,0.26,chatgpt
18,-0.08,280.45,1,2,9,0.46,0.23,1,0.82,0.37,0.15,0,10,3,1058.2,0.5,0.3,5,0.38,0.81,0.59,chatgpt
10,0.85,59.96,3,3,2,0.26,0.72,1,0.58,0.4,0.18,0,4,20,609.19,0.94,0.46,0,0.74,0.63,0.22,chatgpt
3,0.59,198.8,5,2,7,0.45,0.26,0,0.57,0.99,0.62,1,8,7,0.0,0.3,0.49,5,0.69,0.53,0.93,chatgpt
18,-0.05,173.02,4,2,6,0.7,0.43,1,0.59,0.75,0.78,0,4,16,283.36,0.6,0.83,4,0.67,0.53,0.74,chatgpt
5,0.36,196.29,3,0,7,0.19,0.32,1,0.81,0.41,0.02,0,6,4,607.55,0.87,0.11,3,0.27,0.69,0.65,chatgpt
20,-0.36,307.61,2,1,10,0.8,0.05,1,0.64,0.02,0.32,1,1,19,903.31,0.56,0.59,10,0.29,0.58,0.91,chatgpt
14,0.18,354.75,5,2,10,0.52,0.27,0,0.7,0.54,0.48,0,8,0,0.0,0.49,0.56,2,0.34,0.62,0.48,chatgpt
14,-0.7,178.61,4,1,6,0.22,0.46,0,0.8,0.53,0.17,0,6,8,247.97,0.92,0.43,5,0.4,0.77,0.53,chatgpt
2,0.26,296.67,5,2,10,0.25,0.34,0,0.65,0.08,0.75,0,8,11,0.0,0.75,0.44,2,0.3,0.72,0.29,chatgpt
14,-0.94,227.07,5,1,8,0.61,0.33,1,0.8,0.62,0.56,1,6,0,0.0,0.74,0.69,7,0.75,0.84,0.25,chatgpt
15,0.98,271.51,4,1,9,0.12,0.15,0,0.52,0.38,0.95,0,1,3,274.08,0.69,0.33,1,0.4,0.49,0.71,chatgpt
18,-0.42,74.6,2,3,2,0.5,0.82,0,0.8,0.55,0.35,0,3,13,862.43,0.71,0.3,2,0.9,0.84,0.18,chatgpt
11,0.26,150.63,3,3,6,0.39,0.54,1,0.47,0.23,0.4,0,7,9,519.61,0.78,0.56,3,0.83,0.5,0.18,chatgpt
5,-0.2,107.27,1,2,3,0.37,0.76,0,0.5,0.76,0.66,0,10,3,1139.2,0.42,0.0,5,0.38,0.51,0.31,chatgpt
13,-0.18,143.05,1,1,7,0.18,0.49,0,0.69,0.14,0.62,0,1,19,1083.85,0.72,0.71,3,0.57,0.63,0.27,chatgpt
10,0.22,14.19,2,3,1,0.5,0.84,0,0.82,0.68,0.95,0,0,19,812.97,0.43,0.55,5,0.88,0.9,0.34,chatgpt
17,0.02,213.41,2,1,7,0.76,0.32,0,0.79,0.46,0.72,1,3,5,930.36,0.57,0.56,10,0.47,0.79,0.6,chatgpt
10,-0.73,114.45,1,0,4,0.92,0.62,0,0.8,0.21,0.46,1,3,19,1170.46,0.68,0.64,6,0.44,0.75,0.95,chatgpt
14,0.0,56.84,1,2,3,0.55,0.71,0,0.87,0.87,0.91,1,3,14,1156.49,0.46,0.55,5,0.72,0.85,0.63,chatgpt
1,0.36,72.08,4,3,1,0.89,0.99,1,0.34,0.86,0.07,0,6,8,293.87,0.8,0.73,4,0.88,0.29,0.4,chatgpt
19,0.29,80.2,5,0,2,0.38,0.89,1,0.42,0.44,0.83,0,0,9,0.0,0.53,0.63,5,0.81,0.45,0.42,chatgpt
11,-0.2,55.26,5,3,1,0.1,1.0,1,0.69,0.43,0.12,1,2,8,0.0,0.44,0.53,9,0.76,0.72,0.27,chatgpt
5,-0.27,46.68,3,1,2,0.26,0.8,0,0.67,0.91,0.8,0,3,8,544.65,0.88,0.82,5,0.1,0.69,0.13,chatgpt
14,0.8,61.21,4,1,2,0.14,0.96,0,0.63,0.76,0.34,0,7,10,218.65,0.36,0.76,5,0.79,0.62,0.22,chatgpt
18,-0.45,102.82,1,1,5,0.28,0.67,1,0.91,0.15,0.29,0,3,11,1226.02,0.45,0.37,5,0.56,0.82,0.46,chatgpt
9,0.89,112.89,2,2,5,0.62,0.58,1,0.77,0.48,0.44,0,4,4,888.49,0.88,0.18,5,0.74,0.72,0.16,chatgpt
4,0.21,103.97,4,2,3,0.65,0.74,1,0.45,0.64,0.03,0,3,18,335.73,0.61,0.62,4,0.3,0.4,0.59,chatgpt
8,-0.27,99.01,5,3,1,0.98,0.77,1,0.89,0.48,0.9,0,5,20,0.0,0.21,0.71,4,0.16,0.88,0.22,chatgpt
16,-0.25,214.59,4,1,6,0.82,0.58,1,0.96,0.87,0.48,0,7,12,333.31,0.36,0.46,0,0.01,1.0,0.68,chatgpt
7,-0.38,206.05,2,1,6,0.57,0.42,1,0.6,0.28,0.78,0,1,20,891.21,0.74,0.53,3,0.2,0.64,0.7,chatgpt
18,0.83,234.33,1,1,8,0.83,0.32,1,0.68,0.74,0.36,0,0,12,1164.78,0.33,0.8,2,0.63,0.71,0.82,chatgpt
2,-0.46,282.78,5,0,9,0.51,0.2,1,0.65,0.97,0.06,0,9,16,100.4,0.73,0.52,2,0.25,0.68,0.61,chatgpt
20,0.72,144.27,2,3,3,0.3,0.81,0,0.9,0.18,0.98,0,4,17,876.28,0.58,0.32,5,0.28,0.85,0.73,chatgpt
2,0.81,87.18,2,2,4,0.22,0.74,1,0.5,0.06,0.23,0,9,18,870.79,0.7,0.57,0,0.48,0.56,0.18,chatgpt
1,-0.36,282.69,1,1,9,0.91,0.19,1,0.78,0.48,0.44,1,7,6,1147.56,0.64,0.3,9,0.1,0.74,0.29,chatgpt
19,-0.03,123.07,5,0,4,0.17,0.51,1,0.41,0.58,0.86,0,1,14,95.61,0.59,0.4,1,0.78,0.39,0.62,chatgpt
20,0.23,254.86,4,0,10,0.45,0.33,1,0.89,0.25,0.41,0,4,15,236.94,0.75,0.55,2,0.63,0.98,0.65,chatgpt
15,0.03,293.8,3,2,9,0.28,0.2,0,0.57,0.87,0.25,0,4,17,536.73,0.29,0.39,5,0.5,0.55,0.35,chatgpt
3,0.95,253.27,2,3,8,0.51,0.39,0,0.7,0.01,0.89,0,8,15,845.23,0.39,0.4,1,0.5,0.67,0.74,chatgpt
13,0.35,75.93,1,3,2,0.52,1.0,1,0.81,0.34,0.69,0,2,6,1256.49,0.53,0.54,1,0.78,0.8,0.62,chatgpt
9,0.0,70.41,3,3,4,0.63,0.75,0,0.79,0.1,0.3,0,9,6,604.61,0.63,0.5,1,0.57,0.77,0.31,chatgpt
5,-0.62,162.15,4,1,6,0.32,0.5,0,0.55,0.85,0.61,0,2,10,265.52,0.67,0.88,3,0.96,0.57,0.16,chatgpt
13,0.56,290.67,3,1,10,0.48,0.11,1,0.69,0.93,0.47,0,4,11,553.4,0.71,0.38,2,0.14,0.53,0.82,chatgpt
